"Plot Title: 07"
"#","Date Time, GMT+13:00","Temp, °C (LGR S/N: 10398688, SEN S/N: 10398688)","Coupler Detached (LGR S/N: 10398688)","Coupler Attached (LGR S/N: 10398688)","Host Connected (LGR S/N: 10398688)","Stopped (LGR S/N: 10398688)","End Of File (LGR S/N: 10398688)"
38,02/26/20 02:05:00 PM,20.936,,,,,
39,02/26/20 02:10:00 PM,20.817,,,,,
40,02/26/20 02:15:00 PM,20.793,,,,,
41,02/26/20 02:20:00 PM,20.722,,,,,
42,02/26/20 02:25:00 PM,20.746,,,,,
43,02/26/20 02:30:00 PM,20.579,,,,,
44,02/26/20 02:35:00 PM,20.698,,,,,
45,02/26/20 02:40:00 PM,20.650,,,,,
46,02/26/20 02:45:00 PM,20.579,,,,,
47,02/26/20 02:50:00 PM,20.507,,,,,
48,02/26/20 02:55:00 PM,20.484,,,,,
49,02/26/20 03:00:00 PM,20.341,,,,,
50,02/26/20 03:05:00 PM,20.198,,,,,
51,02/26/20 03:10:00 PM,20.103,,,,,
52,02/26/20 03:15:00 PM,20.055,,,,,
53,02/26/20 03:20:00 PM,19.888,,,,,
54,02/26/20 03:25:00 PM,19.817,,,,,
55,02/26/20 03:30:00 PM,19.674,,,,,
56,02/26/20 03:35:00 PM,19.579,,,,,
57,02/26/20 03:40:00 PM,19.413,,,,,
58,02/26/20 03:45:00 PM,19.294,,,,,
59,02/26/20 03:50:00 PM,19.127,,,,,
60,02/26/20 03:55:00 PM,18.937,,,,,
61,02/26/20 04:00:00 PM,18.818,,,,,
62,02/26/20 04:05:00 PM,18.652,,,,,
63,02/26/20 04:10:00 PM,18.461,,,,,
64,02/26/20 04:15:00 PM,18.295,,,,,
65,02/26/20 04:20:00 PM,18.390,,,,,
66,02/26/20 04:25:00 PM,18.319,,,,,
67,02/26/20 04:30:00 PM,18.319,,,,,
68,02/26/20 04:35:00 PM,18.271,,,,,
69,02/26/20 04:40:00 PM,18.247,,,,,
70,02/26/20 04:45:00 PM,18.176,,,,,
71,02/26/20 04:50:00 PM,18.176,,,,,
72,02/26/20 04:55:00 PM,18.081,,,,,
73,02/26/20 05:00:00 PM,18.010,,,,,
74,02/26/20 05:05:00 PM,17.962,,,,,
75,02/26/20 05:10:00 PM,17.867,,,,,
76,02/26/20 05:15:00 PM,17.843,,,,,
77,02/26/20 05:20:00 PM,17.772,,,,,
78,02/26/20 05:25:00 PM,17.701,,,,,
79,02/26/20 05:30:00 PM,17.653,,,,,
80,02/26/20 05:35:00 PM,17.748,,,,,
81,02/26/20 05:40:00 PM,17.748,,,,,
82,02/26/20 05:45:00 PM,17.724,,,,,
83,02/26/20 05:50:00 PM,17.677,,,,,
84,02/26/20 05:55:00 PM,17.629,,,,,
85,02/26/20 06:00:00 PM,17.605,,,,,
86,02/26/20 06:05:00 PM,17.629,,,,,
87,02/26/20 06:10:00 PM,17.677,,,,,
88,02/26/20 06:15:00 PM,17.796,,,,,
89,02/26/20 06:20:00 PM,17.938,,,,,
90,02/26/20 06:25:00 PM,17.962,,,,,
91,02/26/20 06:30:00 PM,18.010,,,,,
92,02/26/20 06:35:00 PM,18.057,,,,,
93,02/26/20 06:40:00 PM,18.081,,,,,
94,02/26/20 06:45:00 PM,18.057,,,,,
95,02/26/20 06:50:00 PM,18.010,,,,,
96,02/26/20 06:55:00 PM,17.915,,,,,
97,02/26/20 07:00:00 PM,17.796,,,,,
98,02/26/20 07:05:00 PM,17.629,,,,,
99,02/26/20 07:10:00 PM,17.463,,,,,
100,02/26/20 07:15:00 PM,17.320,,,,,
101,02/26/20 07:20:00 PM,17.225,,,,,
102,02/26/20 07:25:00 PM,17.153,,,,,
103,02/26/20 07:30:00 PM,17.082,,,,,
104,02/26/20 07:35:00 PM,17.034,,,,,
105,02/26/20 07:40:00 PM,16.987,,,,,
106,02/26/20 07:45:00 PM,16.939,,,,,
107,02/26/20 07:50:00 PM,16.892,,,,,
108,02/26/20 07:55:00 PM,16.868,,,,,
109,02/26/20 08:00:00 PM,16.820,,,,,
110,02/26/20 08:05:00 PM,16.773,,,,,
111,02/26/20 08:10:00 PM,16.701,,,,,
112,02/26/20 08:15:00 PM,16.630,,,,,
113,02/26/20 08:20:00 PM,16.558,,,,,
114,02/26/20 08:25:00 PM,16.511,,,,,
115,02/26/20 08:30:00 PM,16.463,,,,,
116,02/26/20 08:35:00 PM,16.368,,,,,
117,02/26/20 08:40:00 PM,16.320,,,,,
118,02/26/20 08:45:00 PM,16.225,,,,,
119,02/26/20 08:50:00 PM,16.177,,,,,
120,02/26/20 08:55:00 PM,16.153,,,,,
121,02/26/20 09:00:00 PM,16.129,,,,,
122,02/26/20 09:05:00 PM,16.082,,,,,
123,02/26/20 09:10:00 PM,16.034,,,,,
124,02/26/20 09:15:00 PM,15.986,,,,,
125,02/26/20 09:20:00 PM,15.939,,,,,
126,02/26/20 09:25:00 PM,15.867,,,,,
127,02/26/20 09:30:00 PM,15.772,,,,,
128,02/26/20 09:35:00 PM,15.724,,,,,
129,02/26/20 09:40:00 PM,15.629,,,,,
130,02/26/20 09:45:00 PM,15.605,,,,,
131,02/26/20 09:50:00 PM,15.533,,,,,
132,02/26/20 09:55:00 PM,15.509,,,,,
133,02/26/20 10:00:00 PM,15.438,,,,,
134,02/26/20 10:05:00 PM,15.366,,,,,
135,02/26/20 10:10:00 PM,15.318,,,,,
136,02/26/20 10:15:00 PM,15.294,,,,,
137,02/26/20 10:20:00 PM,15.175,,,,,
138,02/26/20 10:25:00 PM,15.079,,,,,
139,02/26/20 10:30:00 PM,15.031,,,,,
140,02/26/20 10:35:00 PM,14.984,,,,,
141,02/26/20 10:40:00 PM,14.960,,,,,
142,02/26/20 10:45:00 PM,14.840,,,,,
143,02/26/20 10:50:00 PM,14.768,,,,,
144,02/26/20 10:55:00 PM,14.745,,,,,
145,02/26/20 11:00:00 PM,14.625,,,,,
146,02/26/20 11:05:00 PM,14.553,,,,,
147,02/26/20 11:10:00 PM,14.553,,,,,
148,02/26/20 11:15:00 PM,14.553,,,,,
149,02/26/20 11:20:00 PM,14.529,,,,,
150,02/26/20 11:25:00 PM,14.433,,,,,
151,02/26/20 11:30:00 PM,14.385,,,,,
152,02/26/20 11:35:00 PM,14.361,,,,,
153,02/26/20 11:40:00 PM,14.337,,,,,
154,02/26/20 11:45:00 PM,14.290,,,,,
155,02/26/20 11:50:00 PM,14.290,,,,,
156,02/26/20 11:55:00 PM,14.266,,,,,
157,02/27/20 12:00:00 AM,14.266,,,,,
158,02/27/20 12:05:00 AM,14.218,,,,,
159,02/27/20 12:10:00 AM,14.242,,,,,
160,02/27/20 12:15:00 AM,14.194,,,,,
161,02/27/20 12:20:00 AM,14.146,,,,,
162,02/27/20 12:25:00 AM,14.098,,,,,
163,02/27/20 12:30:00 AM,14.098,,,,,
164,02/27/20 12:35:00 AM,14.074,,,,,
165,02/27/20 12:40:00 AM,14.002,,,,,
166,02/27/20 12:45:00 AM,13.930,,,,,
167,02/27/20 12:50:00 AM,13.930,,,,,
168,02/27/20 12:55:00 AM,13.882,,,,,
169,02/27/20 01:00:00 AM,13.810,,,,,
170,02/27/20 01:05:00 AM,13.786,,,,,
171,02/27/20 01:10:00 AM,13.762,,,,,
172,02/27/20 01:15:00 AM,13.690,,,,,
173,02/27/20 01:20:00 AM,13.738,,,,,
174,02/27/20 01:25:00 AM,13.666,,,,,
175,02/27/20 01:30:00 AM,13.594,,,,,
176,02/27/20 01:35:00 AM,13.546,,,,,
177,02/27/20 01:40:00 AM,13.522,,,,,
178,02/27/20 01:45:00 AM,13.473,,,,,
179,02/27/20 01:50:00 AM,13.449,,,,,
180,02/27/20 01:55:00 AM,13.473,,,,,
181,02/27/20 02:00:00 AM,13.473,,,,,
182,02/27/20 02:05:00 AM,13.401,,,,,
183,02/27/20 02:10:00 AM,13.329,,,,,
184,02/27/20 02:15:00 AM,13.329,,,,,
185,02/27/20 02:20:00 AM,13.281,,,,,
186,02/27/20 02:25:00 AM,13.257,,,,,
187,02/27/20 02:30:00 AM,13.257,,,,,
188,02/27/20 02:35:00 AM,13.209,,,,,
189,02/27/20 02:40:00 AM,13.112,,,,,
190,02/27/20 02:45:00 AM,13.088,,,,,
191,02/27/20 02:50:00 AM,13.040,,,,,
192,02/27/20 02:55:00 AM,13.064,,,,,
193,02/27/20 03:00:00 AM,13.064,,,,,
194,02/27/20 03:05:00 AM,13.040,,,,,
195,02/27/20 03:10:00 AM,12.944,,,,,
196,02/27/20 03:15:00 AM,12.896,,,,,
197,02/27/20 03:20:00 AM,12.920,,,,,
198,02/27/20 03:25:00 AM,12.920,,,,,
199,02/27/20 03:30:00 AM,12.896,,,,,
200,02/27/20 03:35:00 AM,12.920,,,,,
201,02/27/20 03:40:00 AM,12.944,,,,,
202,02/27/20 03:45:00 AM,12.944,,,,,
203,02/27/20 03:50:00 AM,12.944,,,,,
204,02/27/20 03:55:00 AM,12.920,,,,,
205,02/27/20 04:00:00 AM,12.896,,,,,
206,02/27/20 04:05:00 AM,12.799,,,,,
207,02/27/20 04:10:00 AM,12.847,,,,,
208,02/27/20 04:15:00 AM,12.799,,,,,
209,02/27/20 04:20:00 AM,12.751,,,,,
210,02/27/20 04:25:00 AM,12.727,,,,,
211,02/27/20 04:30:00 AM,12.678,,,,,
212,02/27/20 04:35:00 AM,12.654,,,,,
213,02/27/20 04:40:00 AM,12.558,,,,,
214,02/27/20 04:45:00 AM,12.558,,,,,
215,02/27/20 04:50:00 AM,12.558,,,,,
216,02/27/20 04:55:00 AM,12.509,,,,,
217,02/27/20 05:00:00 AM,12.534,,,,,
218,02/27/20 05:05:00 AM,12.509,,,,,
219,02/27/20 05:10:00 AM,12.534,,,,,
220,02/27/20 05:15:00 AM,12.558,,,,,
221,02/27/20 05:20:00 AM,12.509,,,,,
222,02/27/20 05:25:00 AM,12.485,,,,,
223,02/27/20 05:30:00 AM,12.485,,,,,
224,02/27/20 05:35:00 AM,12.534,,,,,
225,02/27/20 05:40:00 AM,12.534,,,,,
226,02/27/20 05:45:00 AM,12.485,,,,,
227,02/27/20 05:50:00 AM,12.509,,,,,
228,02/27/20 05:55:00 AM,12.485,,,,,
229,02/27/20 06:00:00 AM,12.485,,,,,
230,02/27/20 06:05:00 AM,12.509,,,,,
231,02/27/20 06:10:00 AM,12.509,,,,,
232,02/27/20 06:15:00 AM,12.485,,,,,
233,02/27/20 06:20:00 AM,12.534,,,,,
234,02/27/20 06:25:00 AM,12.534,,,,,
235,02/27/20 06:30:00 AM,12.509,,,,,
236,02/27/20 06:35:00 AM,12.485,,,,,
237,02/27/20 06:40:00 AM,12.461,,,,,
238,02/27/20 06:45:00 AM,12.461,,,,,
239,02/27/20 06:50:00 AM,12.558,,,,,
240,02/27/20 06:55:00 AM,12.485,,,,,
241,02/27/20 07:00:00 AM,12.461,,,,,
242,02/27/20 07:05:00 AM,12.437,,,,,
243,02/27/20 07:10:00 AM,12.534,,,,,
244,02/27/20 07:15:00 AM,12.582,,,,,
245,02/27/20 07:20:00 AM,12.558,,,,,
246,02/27/20 07:25:00 AM,12.534,,,,,
247,02/27/20 07:30:00 AM,12.582,,,,,
248,02/27/20 07:35:00 AM,12.606,,,,,
249,02/27/20 07:40:00 AM,12.630,,,,,
250,02/27/20 07:45:00 AM,12.678,,,,,
251,02/27/20 07:50:00 AM,12.727,,,,,
252,02/27/20 07:55:00 AM,12.727,,,,,
253,02/27/20 08:00:00 AM,12.751,,,,,
254,02/27/20 08:05:00 AM,12.847,,,,,
255,02/27/20 08:10:00 AM,12.920,,,,,
256,02/27/20 08:15:00 AM,12.992,,,,,
257,02/27/20 08:20:00 AM,13.040,,,,,
258,02/27/20 08:25:00 AM,13.088,,,,,
259,02/27/20 08:30:00 AM,13.161,,,,,
260,02/27/20 08:35:00 AM,13.233,,,,,
261,02/27/20 08:40:00 AM,13.329,,,,,
262,02/27/20 08:45:00 AM,13.377,,,,,
263,02/27/20 08:50:00 AM,13.449,,,,,
264,02/27/20 08:55:00 AM,13.473,,,,,
265,02/27/20 09:00:00 AM,13.666,,,,,
266,02/27/20 09:05:00 AM,13.930,,,,,
267,02/27/20 09:10:00 AM,13.978,,,,,
268,02/27/20 09:15:00 AM,14.122,,,,,
269,02/27/20 09:20:00 AM,14.433,,,,,
270,02/27/20 09:25:00 AM,14.601,,,,,
271,02/27/20 09:30:00 AM,14.768,,,,,
272,02/27/20 09:35:00 AM,15.318,,,,,
273,02/27/20 09:40:00 AM,15.867,,,,,
274,02/27/20 09:45:00 AM,16.368,,,,,
275,02/27/20 09:50:00 AM,20.531,,,,,
276,02/27/20 09:55:00 AM,20.674,,,,,
277,02/27/20 10:00:00 AM,20.674,,,,,
278,02/27/20 10:05:00 AM,21.915,,,,,
279,02/27/20 10:10:00 AM,20.913,,,,,
280,02/27/20 10:15:00 AM,21.604,,,,,
281,02/27/20 10:20:00 AM,23.424,,,,,
282,02/27/20 10:25:00 AM,24.339,,,,,
283,02/27/20 10:30:00 AM,25.186,,,,,
284,02/27/20 10:35:00 AM,25.768,,,,,
285,02/27/20 10:40:00 AM,26.134,,,,,
286,02/27/20 10:45:00 AM,26.012,,,,,
287,02/27/20 10:50:00 AM,25.113,,,,,
288,02/27/20 10:55:00 AM,24.460,,,,,
289,02/27/20 11:00:00 AM,23.930,,,,,
290,02/27/20 11:05:00 AM,23.545,,,,,
291,02/27/20 11:10:00 AM,23.280,,,,,
292,02/27/20 11:15:00 AM,23.136,,,,,
293,02/27/20 11:20:00 AM,23.016,,,,,
294,02/27/20 11:25:00 AM,22.896,,,,,
295,02/27/20 11:30:00 AM,22.800,,,,,
296,02/27/20 11:35:00 AM,22.729,,,,,
297,02/27/20 11:40:00 AM,22.657,,,,,
298,02/27/20 11:45:00 AM,22.609,,,,,
299,02/27/20 11:50:00 AM,22.609,,,,,
300,02/27/20 11:55:00 AM,22.609,,,,,
301,02/27/20 12:00:00 PM,22.633,,,,,
302,02/27/20 12:05:00 PM,22.705,,,,,
303,02/27/20 12:10:00 PM,22.800,,,,,
304,02/27/20 12:15:00 PM,22.920,,,,,
305,02/27/20 12:20:00 PM,22.992,,,,,
306,02/27/20 12:25:00 PM,23.040,,,,,
307,02/27/20 12:30:00 PM,23.112,,,,,
308,02/27/20 12:35:00 PM,23.160,,,,,
309,02/27/20 12:40:00 PM,23.232,,,,,
310,02/27/20 12:45:00 PM,23.280,,,,,
311,02/27/20 12:50:00 PM,23.376,,,,,
312,02/27/20 12:55:00 PM,23.761,,,,,
313,02/27/20 01:00:00 PM,23.930,,,,,
314,02/27/20 01:05:00 PM,24.074,,,,,
315,02/27/20 01:10:00 PM,24.219,,,,,
316,02/27/20 01:15:00 PM,24.388,,,,,
317,02/27/20 01:20:00 PM,24.532,,,,,
318,02/27/20 01:25:00 PM,24.677,,,,,
319,02/27/20 01:30:00 PM,24.798,,,,,
320,02/27/20 01:35:00 PM,24.944,,,,,
321,02/27/20 01:40:00 PM,25.089,,,,,
322,02/27/20 01:45:00 PM,25.210,,,,,
323,02/27/20 01:50:00 PM,25.987,,,,,
324,02/27/20 01:55:00 PM,26.965,,,,,
325,02/27/20 02:00:00 PM,27.875,,,,,
326,02/27/20 02:05:00 PM,28.667,,,,,
327,02/27/20 02:10:00 PM,30.545,,,,,
328,02/27/20 02:15:00 PM,32.278,,,,,
329,02/27/20 02:16:37 PM,,,Logged,,,
330,02/27/20 02:16:46 PM,,,,Logged,,
331,02/27/20 02:17:37 PM,,,,,Logged,Logged
